P95-1019,"Walker 1994c described a method of determining when to include optional warrants to justify a claim based on factors such as communication cost , inference cost , and cost of memory retrieval .",Walker 1994c,91,CoCoGM,CoCoGM,UNK,8,TRUE,4,#b33,bibr,Walker (1994),,,,,,,,,,,,3,-2,17,N,Webber and Joshi (1982) have noted the importance of a cooperative system providing support for its responses.,3,-1,18,N,"They identified strategies that a system can adopt in justifying its beliefs; however, they did not specify the criteria under which each of these strategies should be selected.",3,0,19,N,"Walker (1994) described a method of determining when to include optional warrants to justify a claim based on factors such as communication cost, inference cost, and cost of memory retrieval.",3,1,20,N,"However, her model focuses on determining when to include informationally redundant utterances, whereas our model determines whether or not justification is needed for a claim to be convincing and, ff so, selects appropriate evidence from the system's private beliefs to support the claim.",TRUE,8,TRUE,19,Related Work,2,3,2,21,N,Caswey et al.,3,3,22,N,"(Cawsey et al., 1993;Logan et al., 1994) introduced the idea of utilizing a belief revision mechanism (Galliers, 1992) to predict whether a set of evidence is sufficient to change a user's existing belief and to generate responses for information retrieval dialogues in a library domain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95-1029,"Also , whereas Park 1992 requires careful consideration of handling of determiners with coordination , here such sentences are handled just like any others .",Park 1992,92,CoCoGM,CoCoGM,UNK,23,TRUE,4,#b10,bibr,"(Park, 1992)",,,,,,,,,,,,14,-2,161,N,"For example, the following query corresponds to rule (7b).",14,-1,162,N,"Note also that the use of the same bound variable names obj and sub causes no difficulty since the use of scoped-constants, meta-level H-reduction, and higher-order unification is used to access and manipulate the inner terms.",14,0,163,N,"Also, whereas (Park, 1992) requires careful consideration of handling of determiners with coordination, here such sentences are handled just like any others.",14,1,164,N,"For example, the sentence Mary gave every dog a bone and some policeman a flower results in the LF",TRUE,23,TRUE,163,Implementation of Coordination,UNKNOW SECTION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P96-1033,Generation with the resulting grammar can be compared best with head corner generation Shieber et al. 1990 ( see next section ) .,Shieber et al. 1990,100,CoCoGM,CoCoGM,UNK,22,TRUE,4,#b10,bibr,"(Shieber et al., 1990",,,,,,,,,,,,19,-2,127,N,"This filter optimization is reminiscent of computing the deterministic closure over the magic part of a compiled grammar (DSrre, 1993) at compile time.",19,-1,128,N,"Performing this optimization throughout the magic part of the grammar in figure 2 not only leads to a more succinct grammar, but brings about a different processing behavior.",19,0,129,N,"Generation with the resulting grammar can be compared best with head corner generation (Shieber et al., 1990) (see next section).",,,,,,TRUE,22,TRUE,129,Redundant Filtering Steps,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P96-1043,This estimation of the rule value in fact resembles that used by Tzoukermann et al. 1995 for scoring POS - disambiguation rules for the French tagger .,Tzoukermann et al. 1995,100,CoCoGM,CoCoGM,UNK,10,TRUE,4,#b6,bibr,"(Tzoukermann et al., 1995)",,,,,,,,,,,,9,-2,96,N,"Even if one rule has a high estimate but that estimate was obtained over a small sample, another rule with a lower estimate but over a large sample might be valued higher.",9,-1,97,N,Note also that since/3 itself is smoothed we will not have zeros in positive (/3) or negative (1 -/3) outcome probabilities.,9,0,98,N,"This estimation of the rule value in fact resembles that used by (Tzoukermann et al., 1995) for scoring pos-disambiguation rules for the French tagger.",9,1,99,N,The main difference between the two functions is that there the z value was implicitly assumed to be 1 which corresponds to the confidence of 68%.,TRUE,10,TRUE,98,Rule Scoring Phase,2.2,9,2,100,N,A more standard approach is to adopt a rather high confidence value in the range of 90-95%.,9,3,101,N,We adopted 90% confidence for which z(1-0.90)/2 = z0.05 = 1.65.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P96-1058,"Note that in this paper *restrictor* specifies the features to be removed by  , whereas in Shieber 1985 , Shieber 1992 restrictor specifies the features to be retained by restriction which is equivalent to  .",Shieber 1985,100,CoCoGM,CoCoGM,UNK,7,TRUE,4,#b5,bibr,"(Shieber, 1985",Shieber 1992,84,CoCoGM,CoCoGM,UNK,8,TRUE,68,#b7,bibr,"(Shieber, , 1992",5,-2,17,N,"The filtering function p is similar to (Shieber, 1992): p(D) returns a copy of D in which some features may be removed.",5,-1,18,N,Note that in this paper .restrictor.,5,0,19,N,"specifies the features to be removed by p, whereas in (Shieber, 1985(Shieber, , 1992 restrictor specifies the features to be retained by restriction which is equivalent to p.",,,,,,TRUE,"7,8",TRUE,19,Notation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98-1014,"It focusses on extracting linguistic properties , as compared to e.g. general concept learning 
Hahn et al. 1996 .",Hahn et al. 1996,105,CoCoGM,CoCoGM,UNK,3,TRUE,4,#b4,bibr,"(Hahn, Klenner & Schnattinger 1996)",,,,,,,,,,,,1,-2,13,N,We thank James Kilbury and members of the B3 group for fruitful discussion.,1,-1,14,N,tences.,1,0,15,N,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning (Hahn, Klenner & Schnattinger 1996).",1,1,16,N,"Unlike Erbach (1990), however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.",TRUE,3,TRUE,15,Introduction,1,1,2,17,N,"Finally, while statistical approaches like Brent (1991) can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",1,3,18,N,The following three goals serve to structure our model.,"Unlike 
Erbach 1990 , however , it is not confined to simple morpho-syntactic information but can also handle selectional restrictions , semantic types and argument structure .",Erbach 1990,20,CoCoGM,CoCoGM,UNK,4,TRUE,7,bibr,Erbach (1990),2,-2,14,N,tences.,2,-1,15,N,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning (Hahn, Klenner & Schnattinger 1996).",2,0,16,N,"Unlike Erbach (1990), however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.",2,1,17,N,"Finally, while statistical approaches like Brent (1991) can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",2,2,18,N,The following three goals serve to structure our model.,2,3,19,N,"It should i) incorporate a gradual, information-based conceptualization of ""unknownness"".",TRUE,4,TRUE,16,Introduction,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#b3,"Finally , while statistical approaches like 
Brent 1991 can gather e.g. valence information from large corpora , we are more interested in full grammatical processing of individual sentences to maximally exploit each context .",Brent 1991,55,CoCoGM,CoCoGM,UNK,5,TRUE,43,#b1,bibr,Brent (1991),3,-2,15,N,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning (Hahn, Klenner & Schnattinger 1996).",3,-1,16,N,"Unlike Erbach (1990), however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.",3,0,17,N,"Finally, while statistical approaches like Brent (1991) can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",3,1,18,N,The following three goals serve to structure our model.,3,2,19,N,"It should i) incorporate a gradual, information-based conceptualization of ""unknownness"".",3,3,20,N,"Words are not unknown as a whole, but may contain unlmown, i.e. revisable pieces of information.",TRUE,5,TRUE,17,Introduction,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98-1026,"Recently , Kruijff 1997 has given a categorial-style formulation of these ordering rules .",Kruijff 1997,105,CoCoGM,CoCoGM,UNK,8,TRUE,4,#b18,bibr,Kruijff (1997),,,,,,,,,,,,6,-2,18,N,"Functional Generative Description (Sgall et al., 1986) assumes a language-independent underlying order, which is represented as a projective dependency tree.",6,-1,19,N,This abstract representation of the sentence is mapped via ordering rules to the concrete surface realization.,6,0,20,N,"Recently, Kruijff (1997) has given a categorialstyle formulation of these ordering rules.",6,1,21,N,"He assumes associative categorial operators, permuting the arguments to yield the surface ordering.",TRUE,8,TRUE,20,Word Order in DG,2,6,2,22,N,"One difference to our proposal is that we argue for a representational account of word order (based on valid structures representing word order), eschewing the non-determinism introduced by unary operators; the second difference is the avoidance of an underlying structure~ which stratifies the theory and makes incremental processing difficult.",6,3,23,N,"Meaning-Text Theory (Melc'fik, 1988) assumes seven strata of representation.","This property is shared by the proposal of Reape 1993 to associate HPSG signs with sequences of constituents , also called word order domains .",Reape 1993,55,CoCoGM,CoCoGM,UNK,47,TRUE,43,bibr,Reape (1993),30,-2,144,N,"Other lexicalized grammars collapse syntactic and ordering information and are forced to represent ordering alternatives by lexical ambiguity, most notable L-TAG (Schabes et al., 1988) and some versions of CG (Hepple, 1994).",30,-1,145,N,"This is not necessary in our approach, which drastically reduces the search space for parsing.",30,0,146,N,"This property is shared by the proposal of Reape (1993) to associate HPSG signs with sequences of constituents, also called word order domains.",30,1,147,N,Surface ordering is determined by the sequence of constituents associated with the root node.,30,2,148,N,"The order domain of a mother node is the sequence union of the order domains of the daughter nodes, which means that the relative order of elements in an order domain is retained, but material from several domains may be interleaved, resulting in discontinuities.",30,3,149,N,Whether an order domain allows interleaving with other domains is a parameter of the constituent.,TRUE,47,TRUE,146,The German Clause,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#b26,"We may also compare our approach with the projection architecture of LFG Kaplan and Bresnan 1982 , Kaplan 1995 .",Kaplan and Bresnan 1982,97,CoCoGM,CoCoGM,UNK,48,TRUE,73,#b17,bibr,"(Kaplan & Bresnan, 1982;",31,-2,152,N,"For example, two projections are required for an NP, the lower one for the continuous material (determiner, adjective, noun, genitival and prepositional attributes) and the higher one for the possibly discontinuous relative clause.",31,-1,153,N,This dependence of hierarchical structure on ordering is absent from our proposal.,31,0,154,N,"We may also compare our approach with the projection architecture of LFG (Kaplan & Bresnan, 1982;Kaplan, 1995).",31,1,155,N,"There is a close similarity of the LFG projections (c-structure and f-structure) to the dimensions used here (order domain structure and dependency tree, respectively).",31,2,156,N,"C-structure and order domains represent surface ordering, whereas f-structure and dependency tree show the subcategorization or valence requirements.",31,3,157,N,"What is more, these projections or dimensions are linked in both accounts by'an element-wise mapping.",TRUE,"48,49",TRUE,154,The German Clause,5,Kaplan 1995,110,CoCoGM,CoCoGM,UNK,49,TRUE,97,#b16,bibr,"Kaplan, 1995)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98-1052,Our assessment is supported by comparing our results to those of Core and Allen 1997 who used the unadapted DRI manual -- see Table  .,Poesio and Traum 1997,107,CoCoGM,CoCoGM,UNK,5,TRUE,4,#b9,bibr,"Poesio and Traum, 1997)",,,,,,,,,,,,2,-2,10,N,"In order to use the core scheme, it is anticipated that each group will need to refine it for their particular purposes.",2,-1,11,N,A usable draft core scheme is now available for experimentation (see http://www.georgetown.edu/luperfoy/Discourse-Treebank/dri-home.html).,2,0,12,N,"Whereas several groups are working with the unadapted core DR/ scheme (Core and Allen, 1997;Poesio and Traum, 1997), we have attempted to adapt it to our corpus and particular research questions.",2,1,13,N,"First we describe our corpus, and the issue of tracking agreement.",TRUE,"4,5",TRUE,12,Introduction,1,2,2,14,N,Next we describe our coding scheme and our intercoder reliability outcomes.,2,3,15,N,Last we report our findings .on tracking agreement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98-2176,"For example , picking one among several equivalent ( or nearly equivalent ) constructions is a form of lexical choice ( e.g. , "" The Utah Jazz handed the Boston Celtics a defeat "" vs. "" The Utah Jazz defeated the Boston Celtics "" Robin 1994 ) .",Robin 1994,108,CoCoGM,CoCoGM,UNK,2,TRUE,4,#b10,bibr,"(Robin, 1994)",,,,,,,,,,,,2,-2,46,N,"Text generation usually involves lexical choicethat is, choosing one way of referring to an entity over another.",2,-1,47,N,Lexical choice refers to a variety of decisions that have to made in text generation.,2,0,48,N,"For example, picking one among several equivalent (or nearly equivalent) constructions is a form of lexical choice (e.g., ""The Utah Jazz handed the Boston Celtics a de fear' vs. ""The Utah Jazz defeated the Boston Celtics"" (Robin, 1994)).",2,1,49,N,We are interested in a different aspect of the problem: namely learning the rules that can be used for automatically selecting an appropriate description of an entity in a specific  context.,TRUE,2,TRUE,48,Problem Description,2,2,2,50,N,"To be feasible and scaleable, a technique for solving a particular case of the problem of lexicai choice must involve automated learning.",2,3,51,N,It is also useful if the technique can specify enough constraints on the text to be generated so that the number of possible surface realizations that match the semantic constraints is reduced significantly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W94-0208,"The first is the problem of parsing continuous speech into words given a developed lexicon to which incoming sounds can be matched ; both psychologists Cutler and Carter 1987 , Cutler and Butterfield 1992 and designers of speech-recognition systems Church 1987 have examined this problem .",Cutler and Carter 1987,108,CoCoGM,CoCoGM,UNK,0,TRUE,4,,bibr,"Cutler & Carter, 1987;",Cutler and Butterfield 1992,209,CoCoGM,CoCoGM,UNK,2,TRUE,200,,bibr,"(I, 1992)",0,-2,23,N,',0,-1,24,N,"Fo date, psychologists have focused on two aspects of the speech segmentation problem.",0,0,25,N,"The first is the problem of parsing continuous speech into words given a developed lexicon to which incoming sounds can be matched; both psychologists (e.g., Cutler & Carter, 1987;Cutler & Butterliel (I, 1992) and designers of speech-recognition systems (e.g., (]hur (:h, 1987) have examined I~his problem.",0,1,26,N,"However, the problem we examined is dilferent---we want to know how infants segment speech before knowing which phonemic se-qllel",TRUE,"0,1,2,3",TRUE,25,INTRODUCTION,UNKNOW SECTION NUMBER,0,2,27,N,"W,('s form words.",0,3,28,N,"'1'he second aspect psychologists liaw~ focnsed (ill is the lirobleln of dcternihiilig the ill['Orluatioll SOllr(:(~s t() which ilifants are SCllSil,ive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Church 1987,277,CoCoGM,CoCoGM,UNK,3,TRUE,267,bibr,"(:h, 1987)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W97-0313,"Our approach was motivated by Yarowsky's word sense disambiguation algorithm Yarowsky 1992 and the notion of statistical salience , although our system uses somewhat different statistical measures and techniques .",Yarowsky 1992,115,CoCoGM,CoCoGM,UNK,3,TRUE,4,#b12,bibr,"(Yarowsky, 1992)",,,,,,,,,,,,2,-2,25,N,"Our work is based on the observation that category members are often surrounded by other category members in text, for example in conjunctions (lions and tigers and bears), lists (lions, tigers, bears...), appositives (the stallion, a white Arabian), and nominal compounds (Arabian stallion; tuna fish).",2,-1,26,N,"Given a few category members, we wondered whether it would be possible to collect surrounding contexts and use statistics to identify other words that also belong to the category.",2,0,27,N,"Our approach was motivated by Yarowsky's word sense disambiguation algorithm (Yarowsky, 1992) and the notion of statistical salience, although our system uses somewhat different statistical measures and techniques.",2,1,28,N,We begin with a small set of seed words for a category.,TRUE,3,TRUE,27,Generating a Semantic Lexicon,UNKNOW SECTION NUMBER,2,2,29,N,"We experimented with different numbers of seed words, but were surprised to find that only 5 seed words per category worked quite well.",2,3,30,N,"As an example, the seed word lists used in our experiments are shown below.",Note that our context window is much narrower than those used by other researchers Yarowsky 1992 .,Yarowsky 1992,99,CoCoGM,CoCoGM,UNK,4,TRUE,83,bibr,"(Yarowsky, 1992)",3,-2,49,N,"We collected only nouns under the assumption that most, if not all, true category members would be nouns3 .",3,-1,50,N,The context windows do not cut across sentence boundaries.,3,0,51,N,"Note that our context window is much narrower than those used by other researchers (Yarowsky, 1992).",3,1,52,N,We experimented with larger window sizes and found that the narrow windows more consistently included words related to the target category.,3,2,53,N,"Given the context windows for a category, we compute a category score for each word, which is essentially the conditional probability that the word appears in a category context.",3,3,54,N,The category score of a word W for category C is defined as:,TRUE,4,TRUE,51,Generating a Semantic Lexicon,UNKNOW SECTION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#b12,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context ( e.g. , Granger 1977 , Carbonell 1979 , Jacobs and Zernik 1988 , Hastings and Lytinen 1994 ) .",Granger 1977,153,CoCoGM,CoCoGM,UNK,9,TRUE,138,#b5,bibr,"(Granger, 1977;",8,-2,197,N,But there is no question that semantic knowledge is essential for many problems in natural language processing.,8,-1,198,N,"Most of the time semantic knowledge is defined manually for the target application, but several techniques have been developed for generating semantic knowledge automatically.",8,0,199,N,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context (e.g., (Granger, 1977;Carbonell, 1979;Jacobs and Zernik, 1988;Hastings and Lytinen, 1994)).",8,1,200,N,"Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts (e.g., (Berwick, 1989;Cardie, 1993)).",8,2,201,N,"Our task orientation is a bit different because we are trying to construct a semantic lexicon for a target category, instead of classifying unknown or polysemous words in context.",8,3,202,N,"To our knowledge, our system is the first one aimed at building semantic lexicons from raw text without using any additional semantic knowledge.",TRUE,"9,10,11,12",TRUE,199,Conclusions,5,Carbonell 1979,169,CoCoGM,CoCoGM,UNK,10,TRUE,153,#b2,bibr,"Carbonell, 1979;",Jacobs and Zernik 1988,193,CoCoGM,CoCoGM,UNK,11,TRUE,169,#b7,bibr,"Jacobs and Zernik, 1988;",Hastings and Lytinen 1994,220,CoCoGM,CoCoGM,UNK,12,TRUE,193,#b6,bibr,"Hastings and Lytinen, 1994)","Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts ( e.g. , Berwick 1989 , Cardie 1993 ) .",Berwick 1989,142,CoCoGM,CoCoGM,UNK,13,TRUE,127,#b0,bibr,"(Berwick, 1989;",Cardie 1993,155,CoCoGM,CoCoGM,UNK,14,TRUE,142,#b3,bibr,"Cardie, 1993)",9,-2,198,N,"Most of the time semantic knowledge is defined manually for the target application, but several techniques have been developed for generating semantic knowledge automatically.",9,-1,199,N,"Some systems learn the meanings of unknown words using expectations derived from other word definitions in the surrounding context (e.g., (Granger, 1977;Carbonell, 1979;Jacobs and Zernik, 1988;Hastings and Lytinen, 1994)).",9,0,200,N,"Other approaches use example or case-based methods to match unknown word contexts against previously seen word contexts (e.g., (Berwick, 1989;Cardie, 1993)).",9,1,201,N,"Our task orientation is a bit different because we are trying to construct a semantic lexicon for a target category, instead of classifying unknown or polysemous words in context.",9,2,202,N,"To our knowledge, our system is the first one aimed at building semantic lexicons from raw text without using any additional semantic knowledge.",9,3,203,N,The only lexical knowledge used by our parser is a part-of-speech dictionary for syntactic processing.,TRUE,"13,14",TRUE,200,Conclusions,5
W97-1307,"The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input , even poorer than in Kennedy and Boguraev 1996 's system .",Kennedy and Boguraev 1996,115,CoCoGM,CoCoGM,UNK,16,TRUE,5,#b9,bibr,Kennedy and Boguraev's (1996),,,,,,,,,,,,8,-2,69,N,The nondestructive option has been implemented in a more recent system.,8,-1,70,N,"These basic steps of ""COLLECT, FILTER, and ORDER by salience"" are analogous to Lappin and Leass's (1994) pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input.",8,0,71,N,"The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in Kennedy and Boguraev's (1996) system.",8,1,72,N,This comparison will be discussed later.,TRUE,16,TRUE,71,• Sort Consistency:,UNKNOW SECTION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
